timestamp,mcp angle,pip angle,dip angle
1638638775.034579,31.3885530135279,18.190524243233433,4.7039570517584695
1638638775.081054,30.114440129212085,19.4196813911823,5.458450051450588
1638638775.127679,29.56276219437468,20.09014404310314,4.427013823915627
1638638775.178185,31.35875526460009,18.640989731117415,4.556731508138592
1638638775.221503,30.205994686025242,18.57820067087181,5.205668968042188
1638638775.26867,29.92381370603614,19.758029835478172,5.419413768650482
1638638775.313115,31.223355370580784,19.485405657795628,5.645348224036828
1638638775.360725,32.436228595946005,18.631494582077117,4.171591335453691
1638638775.40881,29.776199371056908,20.411492908602096,4.787362419798956
1638638775.453855,30.91796629392511,19.118282929204153,4.2785719794406685
1638638775.498797,29.186121151268715,19.532445746962573,4.411476441676497
1638638775.547295,30.335052218680733,19.374309536810273,4.676642829122652
1638638775.590254,30.531327074403386,19.811735441130157,4.607981311864573
1638638775.639637,30.89363272318171,19.122759587627435,3.514679366354678
1638638775.685429,31.443901014111926,19.1214251352074,5.053118469401877
1638638775.730418,31.420315115383755,18.108326543532883,4.756521584643868
1638638775.777229,31.11854798925428,19.01738630661464,4.432389538810091
1638638775.824216,31.520593972075112,18.19663255959482,3.9683132000830983
1638638775.874393,30.874456376136806,18.697768861803343,4.562726195098697
1638638775.917081,31.873513025668412,17.737454349182784,4.779066330691189
1638638775.965574,30.79835538616005,20.15165018998829,5.104386112933999
1638638776.010802,30.831071357722468,18.928653666161438,3.5107639966604682
1638638776.05728,30.136231420282748,19.087882957231606,4.65008244799327
1638638776.103503,30.76819649321172,19.11172694314731,4.207993868506642
1638638776.156302,30.409600215359895,19.8503656777245,4.223159787248559
1638638776.198039,29.99476740351718,19.630132828907755,4.265775103109808
1638638776.245027,28.86910553002147,20.23342223517107,4.9267470313669035
1638638776.290307,32.1857715270886,18.086044936458464,4.41011431475244
1638638776.334749,30.2103310176063,18.700490039248177,4.419413294835547
1638638776.384511,30.002211275656613,19.656157626713487,4.831207736224274
1638638776.431151,30.7082828198655,18.50170852690724,3.7529923305088784
1638638776.478442,31.2478935828069,19.046091643224447,5.337463271081375
1638638776.525322,30.97525135683533,18.155927474711735,4.169630064745367
1638638776.571063,30.913762655202007,20.039625590881545,4.815057381623756
1638638776.616906,31.208827911913655,18.46151838965665,3.8322812496049865
1638638776.666903,30.378724169981787,19.619291813477126,5.026229376941722
1638638776.709685,31.217604143163136,19.131515337530423,4.116416193144134
1638638776.757037,31.598198016379754,18.749646986633863,3.775170737031774
1638638776.804514,31.51925064052969,18.921176068730563,4.434424921414824
1638638776.85226,31.36040356085404,18.62957707325259,4.31562408072494
1638638776.899066,30.417267244767363,19.609913449089895,4.810270144598165
1638638776.944052,31.239439937924715,18.971054673478026,4.447698959070451
1638638776.992071,30.208102384280654,19.333532042852454,4.5500729489897145
1638638777.035748,30.114096551520298,19.88421138662135,4.887431376022229
1638638777.083257,29.31050075265014,18.71063545096745,4.943037379031844
1638638777.131083,31.51649420530522,18.808729339623643,4.371640226310355
1638638777.176295,30.85895898689058,18.632926201703153,3.9124500845088392
1638638777.229884,30.82681236763419,19.0368900079711,4.469159393253259
1638638777.271804,32.596503479672954,18.474186196096603,4.443003723854053
1638638777.317048,29.79524831616578,18.96248030225791,4.059681007118388
1638638777.36367,30.418109493701138,18.734084285179534,4.924878959211403
1638638777.409951,30.755082255795692,19.495835408496866,4.123742256502601
1638638777.458424,31.36487536293462,19.489335108592755,5.111466626290495
1638638777.502381,30.370002321100348,19.83726062202922,3.886922602268103
1638638777.550303,31.137951760530175,18.61118633572197,3.998557801562005
1638638777.596079,31.003019905652625,18.438512338544776,4.694371433442409
1638638777.642664,29.914235912391185,19.7641663084796,5.024644907300923
1638638777.689736,31.698932950332672,19.07749955220738,4.072157389003314
1638638777.737939,31.261820015914235,19.41521799009459,4.574373362404307
1638638777.787845,29.037146687521073,21.94894257175102,5.3185434049298035
1638638777.832072,31.86662185186875,17.813965522659934,4.39470103603895
1638638777.880672,30.199850730588388,19.67986938465169,4.312625072887881
1638638777.925101,30.131501526455292,20.19060707126207,5.583235326814301
1638638777.986005,28.86225235220284,24.879352805002284,8.449144934638854
1638638778.017682,31.564059182319728,22.136652360322323,7.502942854725552
1638638778.06734,29.54738953812657,24.904687955689617,8.798217979451207
1638638778.126655,29.206109196345214,27.85540727817698,10.988393416530107
1638638778.159582,30.371302663238225,26.86795739182272,9.503638823062756
1638638778.22286,30.304531845486192,26.359770600937672,9.88463920022766
1638638778.268523,30.757162362293982,27.634034977321235,11.348999291502224
1638638778.328798,28.41398363790129,28.214959023802084,11.889651221502508
1638638778.359693,31.64889382054011,29.020349536003017,12.317297330056093
1638638778.408727,30.90943913962647,32.21016154054929,16.457505873433426
1638638778.472822,28.710175385924973,31.282401208863472,20.045677605983435
