timestamp,mcp angle,pip angle,dip angle
1638639240.036067,30.556139891490798,19.608628022665297,2.305617059261442
1638639240.09388,32.01914176399436,18.118269097833267,2.102328101508978
1638639240.137254,31.899439931930864,18.54079021775727,2.0483281181264057
1638639240.18376,29.938312262668024,20.369278524415716,2.989280986365657
1638639240.247497,31.231562861841322,17.195428856458207,1.9806961781266041
1638639240.310877,31.65847536673655,17.84983687874081,1.9186972474794144
1638639240.355365,32.38250651812971,17.775567649118297,2.242545122788827
1638639240.404094,31.887088640277252,18.228409745137437,2.4232370452384844
1638639240.446934,31.67212466705312,18.012581773814613,1.981096612970868
1638639240.494584,30.978878760413526,18.64865952332977,2.351609305304238
1638639240.549324,31.513925918752694,18.17408448853353,1.7491999220914587
1638639240.615224,31.362516580428135,18.10710988336465,1.9754131187642947
1638639240.668877,32.057816197630515,17.250357640464618,1.9351439850528733
1638639240.726893,32.196393087708124,18.018173321718468,1.5505064929081365
1638639240.78998,31.744323596198015,18.45794070047911,2.0180007885249203
1638639240.854249,31.656647770461614,18.63016434899119,2.3571621812616574
1638639240.902241,31.30846066564173,18.815029748367007,2.2587071870178335
1638639240.946622,31.799152270940354,18.349548662311843,2.2305556087025127
1638639240.993866,30.8071755748129,18.646783673686635,2.606627259320408
1638639241.041307,32.57290413702751,17.079150941723217,2.374549209132346
1638639241.095769,30.596983895830956,18.93998684062794,1.2414370175716374
1638639241.143076,31.05033237229352,17.919916246508123,2.3124501866730167
1638639241.205225,31.64749686856157,18.32567750622296,1.7576225653581559
1638639241.269856,31.123291803946454,18.471446546335947,2.5575902974959734
1638639241.321955,30.436029092082364,18.946498608525975,2.6376106517468547
1638639241.367432,30.632817785941945,19.085342936840192,2.7098143644861308
1638639241.414724,32.09636259778997,17.788660852589505,2.7367027870330554
1638639241.460685,31.369849219983845,17.514024264795697,2.716672938244411
1638639241.510028,31.64942943199131,18.264269080078627,2.8954647480313134
1638639241.564904,31.81112628400493,17.842430592484618,2.6836316719635986
1638639241.621605,30.810626517839918,17.91536062003401,2.2714270360421303
1638639241.665671,32.12343493612124,17.79769552702986,1.616455287572098
1638639241.711484,31.381407140091195,18.307522679382707,2.224766643162282
1638639241.758543,30.71339618806103,18.654675882290448,2.410817213511369
1638639241.813305,31.5782026349249,17.71246997844832,1.6123653901507422
1638639241.861893,30.764726824864706,19.084991357393065,1.384160293193741
1638639241.901528,31.118870848612822,18.855067691362095,1.6162799776561194
1638639241.947472,30.63225878565483,19.560715994455464,1.7449946099077036
1638639241.992896,31.11961071069674,18.627886135060656,2.4531699975151753
1638639242.05494,31.846502208362832,17.75319948834668,1.7417739055320025
1638639242.102896,31.575712318887927,18.36037608040992,2.1454968079058867
1638639242.166853,31.047912288987657,18.076129701588002,1.968609340784122
1638639242.229862,31.89655786962621,17.655981697757067,2.0828324071051707
1638639242.274867,31.760443669752387,17.80557714903169,2.530989043948005
1638639242.322939,31.534942743492184,18.02675737008832,2.084142540548396
1638639242.367619,33.085021774255914,16.502728486106673,1.5502013177123009
1638639242.416485,29.997441853864306,19.798236543219343,1.9585695153013585
1638639242.471944,30.710734434315167,17.66155039522962,1.6099155584888392
1638639242.551701,31.10675395449788,18.208768041856764,2.4101053889067425
1638639242.600978,30.0651322840638,19.013885326823125,2.770205787105827
1638639242.649086,31.713000594209657,18.34410859351875,1.1443415049298125
1638639242.709529,31.425406654464425,17.90806844361492,2.218489396962355
1638639242.758487,31.973946771092475,17.46597836927893,1.9617262752502513
1638639242.803917,31.12932685829288,17.944029056600254,2.2915045455380354
1638639242.851392,30.272489764841552,19.336286263372774,1.8242937599022402
1638639242.899674,31.527687635128572,18.097674021718873,3.175203682882195
1638639242.949906,30.554194106518636,18.78972850876953,2.5786480164664503
1638639243.013251,30.781667027878186,18.902604614628245,3.612701484452511
1638639243.092436,31.617580277666274,17.80070697094598,2.239123083383129
1638639243.132042,31.579678435501656,17.338902159062133,2.662861718927845
1638639243.19491,30.84314574355276,18.44973209725899,2.3826819815754168
1638639243.242882,30.632366534819766,18.806171981981155,2.1751286681692092
1638639243.288542,32.30695540396808,18.170325630102734,2.0104457250360173
1638639243.335376,31.557992872037435,18.309952676710168,2.778817257887662
1638639243.39975,30.201299238253373,18.99537184531343,2.320799727942336
1638639243.445296,31.221856811463137,19.388296525535278,2.3483224458985372
1638639243.492842,32.1110755841444,18.240759354780554,2.48378738546592
1638639243.540767,29.966467053141063,19.673595115687068,2.4420511604844792
1638639243.605178,29.765773343680443,19.231956728616776,2.093543355882637
1638639243.673369,31.313491050120966,18.557382907828064,1.8455781054016462
1638639243.724812,31.548839329865803,18.367636411286565,2.403797889315517
1638639243.771989,32.044960685329336,17.585974416747366,2.910502040131644
1638639243.817657,32.14695288317774,17.93429216610123,2.722373393097934
1638639243.865733,30.983864372290373,18.720613531383464,2.378392547612989
1638639243.910428,30.84330810105926,18.89279089297937,2.8574326070335476
1638639243.973836,30.724982585227497,20.009175986578235,2.4895923035299354
1638639244.022641,30.60219409387517,19.13845758003252,2.736754133116577
1638639244.088078,30.725269511384568,18.74650956475909,2.9295805665709933
1638639244.149216,31.90284491416024,18.535413782158976,3.0678654605708737
1638639244.215524,31.91984998338757,18.73063251644575,2.9597325359924067
1638639244.266136,29.976710049404197,19.73406489991199,2.6276761918038507
1638639244.325986,31.093368425070025,19.69901772456916,2.953933966819577
1638639244.390849,31.236431507936555,20.053724764849438,2.701527764642618
1638639244.455702,30.433187664343965,20.16825786477475,2.7376678910837864
1638639244.500687,31.192859203952032,20.047394069634745,2.645962430705115
1638639244.544617,30.205274065303314,21.942234114833557,4.4626529354575535
1638639244.592485,30.11984682159439,23.50111401016435,5.276179338265085
1638639244.638823,30.838480020206852,22.894854188721727,5.77015346457458
1638639244.693949,30.036832204788112,25.0246621976133,6.168029517216915
1638639244.743456,29.866858522391215,25.315739319741073,6.221186775185556
1638639244.781578,29.90638150711625,25.188137317263283,6.101959684872311
